ADMINISTRADORA;TIPO CARTAO;PARCELAMENTO;DATA DA VENDA;DATA RECEBIMENTO; VALOR ;BANDEIRA;PARCELAS;LANCAMENTO;CNPJ
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;29,98;MASTERCARD          ;2/2;27749487;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;59,96;MASTERCARD          ;1/1;27749491;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,96;VISA ELECTRON;1/1;27749501;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;139,92;MAESTRO             ;1/1;27749511;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;59,96;VISA                ;1/1;27749517;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;19,96;VISA ELECTRON;1/1;27749518;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;119,92;MAESTRO             ;1/1;27749521;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;59,92;MASTERCARD          ;1/1;27749524;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;19,96;MAESTRO             ;1/1;27749531;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;24,92;MASTERCARD          ;1/1;27749532;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;39,99;VISA                ;1/4;27749550;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;39,99;VISA                ;2/4;27749551;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;39,99;VISA                ;3/4;27749553;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;39,99;VISA                ;4/4;27749554;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;19,96;MASTERCARD          ;1/1;27749564;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;33,72;MASTERCARD          ;1/4;27749572;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;33,72;MASTERCARD          ;2/4;27749573;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;33,72;MASTERCARD          ;3/4;27749574;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;33,72;MASTERCARD          ;4/4;27749575;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;19,96;VISA                ;1/1;27749590;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;19,98;MASTERCARD          ;1/2;27749606;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;19,98;MASTERCARD          ;2/2;27749607;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;119,84;VISA                ;1/1;27749610;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;44,96;MASTERCARD          ;1/2;27749622;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;44,96;MASTERCARD          ;2/2;27749624;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;37,49;VISA                ;1/4;27749627;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;37,49;VISA                ;2/4;27749628;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;37,49;VISA                ;3/4;27749629;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;37,49;VISA                ;4/4;27749630;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;19,96;VISA                ;1/1;27749635;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;29,96;VISA                ;1/1;27749637;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;29,88;MASTERCARD          ;1/1;27749641;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;19,92;VISA                ;1/1;27749644;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;79,96;VISA                ;1/1;27749646;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;9,96;VISA                ;1/1;27749652;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;19,96;MASTERCARD          ;1/1;27749658;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;39,96;MAESTRO             ;1/1;27749659;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;39,96;MAESTRO             ;1/1;27749662;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;23,30;VISA                ;3/3;27760723;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;23,30;VISA                ;2/3;27762927;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;23,30;VISA                ;3/3;27762928;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;23,32;MASTERCARD          ;1/3;27747865;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;23,32;MASTERCARD          ;2/3;27747866;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;23,32;MASTERCARD          ;3/3;27747867;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,92;MAESTRO             ;1/1;27749704;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;39,96;VISA                ;1/1;27749710;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;23,32;MASTERCARD          ;1/3;27749963;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;23,32;MASTERCARD          ;2/3;27749964;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;23,32;MASTERCARD          ;3/3;27749965;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;204,72;VISA                ;1/1;27749746;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;49,98;MASTERCARD          ;1/2;27749751;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;49,98;MASTERCARD          ;2/2;27749752;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;9,96;VISA                ;1/1;27749757;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;109,96;MASTERCARD          ;1/1;27749761;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;29,96;VISA                ;1/1;27749769;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;29,98;MASTERCARD          ;1/2;27749778;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;29,98;MASTERCARD          ;2/2;27749779;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;19,96;VISA ELECTRON;1/1;27749793;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;29,96;VISA                ;1/1;27749815;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;29,96;MASTERCARD          ;1/1;27749826;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;39,80;MASTERCARD          ;1/1;27749828;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,96;MAESTRO             ;1/1;27749830;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;19,96;MAESTRO             ;1/1;27749838;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;44,92;MAESTRO             ;1/1;27749853;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;180,42;MAESTRO             ;1/1;27749878;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;14,99;VISA                ;1/4;27749894;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;14,99;VISA                ;2/4;27749895;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;14,99;VISA                ;3/4;27749896;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;14,99;VISA                ;4/4;27749897;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,96;MAESTRO             ;1/1;27749904;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;29,96;VISA ELECTRON;1/1;27749906;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;22,96;ELO                 ;1/1;27749911;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;44,98;VISA                ;1/4;27749931;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;44,98;VISA                ;2/4;27749932;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;44,98;VISA                ;3/4;27749933;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;44,98;VISA                ;4/4;27749934;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;34,96;MASTERCARD          ;1/2;27749935;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;34,96;MASTERCARD          ;2/2;27749936;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;119,88;VISA ELECTRON;1/1;27749940;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;23,32;MASTERCARD          ;1/3;27751101;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;23,32;MASTERCARD          ;2/3;27751102;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;23,32;MASTERCARD          ;3/3;27751103;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;23,32;MASTERCARD          ;1/3;27751596;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;23,32;VISA                ;1/3;27753966;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;23,32;VISA                ;2/3;27753967;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;19,96;VISA                ;1/1;27749973;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;69,96;MASTERCARD          ;1/1;27749976;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;34,98;VISA                ;1/2;27749984;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;34,98;VISA                ;2/2;27749985;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;39,92;VISA                ;1/1;27749986;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;179,92;MAESTRO             ;1/1;27750004;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;235,92;VISA ELECTRON;1/1;27750026;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;34,96;DINERS              ;1/2;27750042;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;34,96;DINERS              ;2/2;27750043;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;37,48;MASTERCARD          ;1/4;27750066;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;37,48;MASTERCARD          ;2/4;27750067;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;37,48;MASTERCARD          ;3/4;27750069;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;37,48;MASTERCARD          ;4/4;27750070;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;10,00;VISA ELECTRON;1/1;27750077;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;59,96;VISA                ;1/1;27750081;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;29,96;VISA                ;1/1;27750084;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;199,96;VISA ELECTRON;1/1;27750127;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;39,96;VISA                ;1/1;27750146;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;29,98;MASTERCARD          ;1/2;27750165;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;29,98;MASTERCARD          ;2/2;27750166;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;29,96;MAESTRO             ;1/1;27750168;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,92;VISA ELECTRON;1/1;27750172;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;9,96;VISA                ;1/1;27750173;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;27,96;VISA                ;1/1;27750179;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;24,98;VISA                ;1/4;27750198;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;24,98;VISA                ;2/4;27750199;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;24,98;VISA                ;3/4;27750201;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;24,98;VISA                ;4/4;27750203;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;99,92;VISA                ;1/1;27750207;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;59,96;MASTERCARD          ;1/2;27750208;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;59,96;MASTERCARD          ;2/2;27750209;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;69,96;VISA ELECTRON;1/1;27750217;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;29,96;VISA ELECTRON;1/1;27750239;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;44,96;VISA ELECTRON;1/1;27750245;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;5,96;VISA                ;1/1;27750246;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;19,92;MAESTRO             ;1/1;27750268;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;39,96;MAESTRO             ;1/1;27750303;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;39,96;VISA ELECTRON;1/1;27750331;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;14,98;VISA                ;1/4;27750337;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;14,98;VISA                ;2/4;27750338;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;14,98;VISA                ;3/4;27750339;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;14,98;VISA                ;4/4;27750340;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;29,96;VISA                ;1/1;27750354;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;19,96;VISA                ;1/1;27750356;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;29,88;MASTERCARD          ;1/1;27750393;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;59,92;VISA                ;1/1;27750404;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,92;MAESTRO             ;1/1;27750421;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;94,88;VISA ELECTRON;1/1;27750433;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;29,96;VISA                ;1/1;27750443;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;24,88;MAESTRO             ;1/1;27750451;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;49,98;MASTERCARD          ;1/2;27750488;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;49,98;MASTERCARD          ;2/2;27750490;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;29,96;MAESTRO             ;1/1;27750491;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;49,96;MAESTRO             ;1/1;27750494;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;119,92;VISA                ;1/1;27750539;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;49,96;MASTERCARD          ;1/1;27750553;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;19,96;VISA                ;1/1;27750568;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;139,92;VISA                ;1/1;27750583;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;19,96;VISA                ;1/1;27750589;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;14,96;MAESTRO             ;1/1;27750594;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;24,99;VISA                ;1/4;27750595;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;24,99;VISA                ;2/4;27750597;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;24,99;VISA                ;3/4;27750598;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;24,99;VISA                ;4/4;27750599;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;20,04;MASTERCARD          ;1/2;27750601;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;20,04;MASTERCARD          ;2/2;27750602;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;19,96;VISA ELECTRON;1/1;27750604;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;19,96;MASTERCARD          ;1/1;27750607;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;44,94;MASTERCARD          ;1/2;27750610;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;44,94;MASTERCARD          ;2/2;27750611;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;129,88;VISA ELECTRON;1/1;27750635;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;24,98;VISA                ;1/2;27750653;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;24,98;VISA                ;2/2;27750654;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;94,92;MAESTRO             ;1/1;27750672;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;70,00;MAESTRO             ;1/1;27750674;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,96;MAESTRO             ;1/1;27750679;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;29,96;MASTERCARD          ;1/1;27750688;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;99,96;MAESTRO             ;1/1;27750695;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;19,96;VISA                ;1/1;27750696;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;50,00;VISA                ;1/2;27750699;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;50,00;VISA                ;2/2;27750700;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;139,96;VISA                ;1/1;27750703;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;24,98;VISA                ;1/2;27750704;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;24,98;VISA                ;2/2;27750706;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;39,96;VISA                ;1/1;27750743;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;69,98;MASTERCARD          ;1/2;27750760;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;69,98;MASTERCARD          ;2/2;27750761;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;19,96;MAESTRO             ;1/1;27750764;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;99,96;MAESTRO             ;1/1;27750767;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;55,92;VISA                ;1/1;27750773;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,96;MAESTRO             ;1/1;27750774;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;22,49;VISA                ;1/4;27750797;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;22,49;VISA                ;2/4;27750798;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;22,49;VISA                ;3/4;27750799;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;22,49;VISA                ;4/4;27750800;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;37,47;MASTERCARD          ;1/4;27750811;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;37,47;MASTERCARD          ;2/4;27750812;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;37,47;MASTERCARD          ;3/4;27750813;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;37,47;MASTERCARD          ;4/4;27750814;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;19,96;MAESTRO             ;1/1;27750826;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;29,96;MASTERCARD          ;1/1;27750832;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;69,96;VISA                ;1/1;27750840;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;34,92;MASTERCARD          ;1/2;27750842;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;34,92;MASTERCARD          ;2/2;27750843;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,96;VISA ELECTRON;1/1;27750844;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;49,88;VISA                ;1/1;27750854;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;40,00;VISA ELECTRON;1/1;27750855;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;29,96;MAESTRO             ;1/1;27750873;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;39,96;VISA                ;1/1;27750888;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;39,96;MAESTRO             ;1/1;27750901;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;119,96;VISA ELECTRON;1/1;27750902;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;49,96;VISA ELECTRON;1/1;27750907;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;99,96;MAESTRO             ;1/1;27750911;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;29,96;VISA ELECTRON;1/1;27750923;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;29,96;MAESTRO             ;1/1;27750924;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;79,96;VISA                ;1/2;27750930;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;79,96;VISA                ;2/2;27750931;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;159,96;MAESTRO             ;1/1;27750941;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;19,92;VISA ELECTRON;1/1;27750944;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;49,92;VISA                ;1/1;27750945;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;144,92;MAESTRO             ;1/1;27750967;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;79,96;VISA                ;1/1;27750977;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;134,92;VISA ELECTRON;1/1;27750978;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;24,92;ELO                 ;1/1;27750982;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;25,00;MAESTRO             ;1/1;27750983;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;59,92;VISA                ;1/1;27750985;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;39,92;MAESTRO             ;1/1;27750986;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;29,96;VISA ELECTRON;1/1;27751006;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;79,84;VISA ELECTRON;1/1;27751023;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;9,98;VISA                ;1/2;27751026;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;9,98;VISA                ;2/2;27751027;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;23,32;VISA                ;3/3;27753968;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;23,32;MASTERCARD          ;1/3;27754024;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;23,32;MASTERCARD          ;2/3;27754026;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;159,96;VISA                ;1/1;27751046;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;84,92;VISA                ;1/1;27751058;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;39,98;MASTERCARD          ;1/2;27751077;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;39,98;MASTERCARD          ;2/2;27751079;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,96;MAESTRO             ;1/1;27751081;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;69,96;MAESTRO             ;1/1;27751085;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;69,96;VISA                ;1/1;27751090;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;27,96;VISA ELECTRON;1/1;27751094;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;29,96;MAESTRO             ;1/1;27751100;1,71704E+13
